similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.2874	8.5924e-9	387	CXCL2	CGS001-2920	96 h	LINCSKD_15182	HEPG2	LINCSCP_161498
0.2418	1.4859e-6	387	CXCL2	CGS001-2920	96 h	LINCSKD_706	A375	LINCSCP_161498
0.236	2.679e-6	387	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_161498
0.2329	3.6317e-6	387	TGFBR1	NA	96 h	LINCSKD_33511	A549.311	LINCSCP_161498
0.2328	3.6979e-6	387	LAP3	CGS001-51056	96 h	LINCSKD_19396	HT29	LINCSCP_161498
0.2272	6.3584e-6	387	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_161498
0.223	9.4442e-6	387	CCL20	CGS001-6364	96 h	LINCSKD_14955	HEPG2	LINCSCP_161498
0.2087	0	387	CD19	CGS001-930	96 h	LINCSKD_482	A375	LINCSCP_161498
-0.2064	0	387	IL2RA	CGS001-3559	96 h	LINCSKD_1538	A375	LINCSCP_161498
0.2051	0	387	IL2	CGS001-3558	120 h	LINCSKD_31332	VCAP	LINCSCP_161498
0.2037	1e-4	387	TGFB1	CGS001-7040	96 h	LINCSKD_17438	HEPG2	LINCSCP_161498
0.2031	1e-4	387	IL6	CGS001-3569	96 h	LINCSKD_12722	HCC515	LINCSCP_161498
