similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4289	1.0406e-11	230	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_79746
0.3947	5.3769e-10	230	IL6	CGS001-3569	96 h	LINCSKD_1543	A375	LINCSCP_79746
0.389	9.9899e-10	230	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_79746
0.3828	1.9238e-9	230	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_79746
0.3549	3.1237e-8	230	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_79746
0.3478	6.1076e-8	230	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_79746
0.3456	7.4933e-8	230	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_79746
0.3388	1.3912e-7	230	CD81	CGS001-975	96 h	LINCSKD_22491	MCF7	LINCSCP_79746
0.3371	1.6142e-7	230	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_79746
0.3323	2.471e-7	230	CXCL2	CGS001-2920	96 h	LINCSKD_706	A375	LINCSCP_79746
0.323	5.5492e-7	230	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_79746
0.3165	9.528e-7	230	CD19	CGS001-930	144 h	LINCSKD_25819	PC3	LINCSCP_79746
0.3115	1.4411e-6	230	LAP3	CGS001-51056	96 h	LINCSKD_7645	ASC	LINCSCP_79746
0.3071	2.0673e-6	230	MMEL1	CGS001-79258	96 h	LINCSKD_9956	HA1E	LINCSCP_79746
0.3048	2.4852e-6	230	CD81	CGS001-975	96 h	LINCSKD_496	A375	LINCSCP_79746
0.3006	3.455e-6	230	AGTR1	CGS001-185	96 h	LINCSKD_26623	PC3	LINCSCP_79746
0.2984	4.0944e-6	230	IL2	CGS001-3558	120 h	LINCSKD_31332	VCAP	LINCSCP_79746
0.2898	7.9442e-6	230	NFKB1	CGS001-4790	96 h	LINCSKD_28060	PC3	LINCSCP_79746
-0.2877	9.2415e-6	230	TGFBR2	NA	96 h	LINCSKD_33671	HELA.311	LINCSCP_79746
0.2847	0	230	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_79746
0.277	0	230	IL6	CGS001-3569	144 h	LINCSKD_35960	PC3	LINCSCP_79746
-0.2767	0	230	CD44	CGS001-960	96 h	LINCSKD_18322	HT29	LINCSCP_79746
0.275	0	230	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_79746
0.2748	0	230	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_79746
0.2727	0	230	CD44	CGS001-960	96 h	LINCSKD_24747	NPC	LINCSCP_79746
0.2695	0	230	MMEL1	CGS001-79258	96 h	LINCSKD_5516	A549	LINCSCP_79746
0.2665	0	230	DPP4	CGS001-1803	96 h	LINCSKD_816	A375	LINCSCP_79746
0.2659	0	230	TGFBR2	CGS001-7048	96 h	LINCSKD_14494	HEKTE	LINCSCP_79746
0.2633	1e-4	230	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_79746
