similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4332	1.2473e-9	180	TGFB1	CGS001-7040	96 h	LINCSKD_20744	HT29	LINCSCP_161246
0.4068	1.455e-8	180	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_161246
0.365	4.7129e-7	180	AGTR1	CGS001-185	96 h	LINCSKD_22228	MCF7	LINCSCP_161246
0.3601	6.8665e-7	180	CXCL1	CGS001-2919	96 h	LINCSKD_18518	HT29	LINCSCP_161246
0.3529	1.1819e-6	180	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_161246
0.3362	3.9458e-6	180	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_161246
0.3205	0	180	IL2	CGS001-3558	96 h	LINCSKD_27668	PC3	LINCSCP_161246
0.3122	0	180	IL6	CGS001-3569	96 h	LINCSKD_1543	A375	LINCSCP_161246
0.3066	0	180	TGFBR2	NA	96 h	LINCSKD_33936	PC3.311	LINCSCP_161246
0.3063	0	180	TGFBR2	NA	96 h	LINCSKD_33724	HT29.311	LINCSCP_161246
0.3	0	180	CXCL2	CGS001-2920	96 h	LINCSKD_706	A375	LINCSCP_161246
0.2977	0	180	ARG1	CGS001-383	96 h	LINCSKD_29396	SKL	LINCSCP_161246
-0.2959	1e-4	180	CD19	CGS001-930	96 h	LINCSKD_36467	PC3	LINCSCP_161246
0.2945	1e-4	180	CD83	CGS001-9308	144 h	LINCSKD_35740	PC3	LINCSCP_161246
0.2929	1e-4	180	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_161246
0.2841	1e-4	180	AGT	CGS001-183	96 h	LINCSKD_26622	PC3	LINCSCP_161246
0.2836	1e-4	180	DPP4	CGS001-1803	120 h	LINCSKD_30688	VCAP	LINCSCP_161246
0.2781	2e-4	180	TGFBR2	CGS001-7048	96 h	LINCSKD_28905	PC3	LINCSCP_161246
0.2771	2e-4	180	CXCL2	CGS001-2920	96 h	LINCSKD_4368	A549	LINCSCP_161246
0.276	2e-4	180	CD46	CGS001-4179	96 h	LINCSKD_18323	HT29	LINCSCP_161246
-0.2617	4e-4	180	IL2RA	CGS001-3559	96 h	LINCSKD_1538	A375	LINCSCP_161246
0.2553	5e-4	180	CXCL8	CGS001-3576	96 h	LINCSKD_35166	MCF7	LINCSCP_161246
0.2541	6e-4	180	TGFBR1	NA	96 h	LINCSKD_33458	A375.311	LINCSCP_161246
0.2462	9e-4	180	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_161246
0.2436	0.001	180	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_161246
0.2409	0.0011	180	IL2RA	CGS001-3559	96 h	LINCSKD_23168	MCF7	LINCSCP_161246
0.2354	0.0015	180	TGFBR2	NA	96 h	LINCSKD_33565	HA1E.101	LINCSCP_161246
0.2333	0.0016	180	ARG1	CGS001-383	120 h	LINCSKD_30117	VCAP	LINCSCP_161246
0.2325	0.0017	180	TGFB1	CGS001-7040	96 h	LINCSKD_17438	HEPG2	LINCSCP_161246
0.2299	0.0019	180	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_161246
0.2292	0.002	180	TGFBR1	NA	96 h	LINCSKD_33935	PC3.311	LINCSCP_161246
0.2277	0.0021	180	CXCL1	CGS001-2919	96 h	LINCSKD_27067	PC3	LINCSCP_161246
0.2275	0.0021	180	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_161246
0.2215	0.0028	180	IL6	CGS001-3569	96 h	LINCSKD_35164	MCF7	LINCSCP_161246
0.2214	0.0028	180	CCL2	CGS001-6347	120 h	LINCSKD_30355	VCAP	LINCSCP_161246
0.2212	0.0028	180	CD81	CGS001-975	96 h	LINCSKD_26924	PC3	LINCSCP_161246
0.2208	0.0029	180	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_161246
0.2173	0.0034	180	MMEL1	CGS001-79258	96 h	LINCSKD_19583	HT29	LINCSCP_161246
0.214	0.0039	180	HEY1	CGS001-23462	96 h	LINCSKD_4992	A549	LINCSCP_161246
