similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.473	5.3077e-14	226	IL2	CGS001-3558	96 h	LINCSKD_1535	A375	LINCSCP_125836
0.4642	1.7731e-13	226	IL1B	CGS001-3553	96 h	LINCSKD_19243	HT29	LINCSCP_125836
0.4562	5.1471e-13	226	AGT	CGS001-183	96 h	LINCSKD_85	A375	LINCSCP_125836
0.4538	7.0138e-13	226	CXCL1	CGS001-2919	120 h	LINCSKD_30584	VCAP	LINCSCP_125836
0.439	4.6251e-12	226	CCL20	CGS001-6364	96 h	LINCSKD_18298	HT29	LINCSCP_125836
0.4158	7.3625e-11	226	CXCL1	CGS001-2919	96 h	LINCSKD_22621	MCF7	LINCSCP_125836
0.4128	1.0308e-10	226	TGFBR1	NA	96 h	LINCSKD_33882	PC3.101	LINCSCP_125836
0.4071	1.9622e-10	226	TGFB1	CGS001-7040	96 h	LINCSKD_3191	A375	LINCSCP_125836
0.4016	3.6083e-10	226	CD40	CGS001-958	96 h	LINCSKD_488	A375	LINCSCP_125836
0.3891	1.3769e-9	226	TGFBR2	NA	96 h	LINCSKD_33724	HT29.311	LINCSCP_125836
0.3766	5.0133e-9	226	TGFBR2	NA	96 h	LINCSKD_33883	PC3.101	LINCSCP_125836
0.3746	6.1271e-9	226	TLR9	CGS001-54106	96 h	LINCSKD_13861	HCC515	LINCSCP_125836
0.3682	1.1583e-8	226	TGFBR1	NA	96 h	LINCSKD_33617	HA1E.311	LINCSCP_125836
0.3637	1.7865e-8	226	LAP3	CGS001-51056	96 h	LINCSKD_19396	HT29	LINCSCP_125836
0.3629	1.9368e-8	226	ANPEP	CGS001-290	120 h	LINCSKD_30080	VCAP	LINCSCP_125836
0.3544	4.3043e-8	226	TLR7	CGS001-51284	96 h	LINCSKD_3222	A375	LINCSCP_125836
0.3513	5.7808e-8	226	DPP4	CGS001-1803	96 h	LINCSKD_18613	HT29	LINCSCP_125836
0.3493	6.9455e-8	226	CD19	CGS001-930	96 h	LINCSKD_14975	HEPG2	LINCSCP_125836
0.3486	7.4229e-8	226	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_125836
0.3444	1.0847e-7	226	TGFBR1	NA	96 h	LINCSKD_33458	A375.311	LINCSCP_125836
0.3438	1.1484e-7	226	TGFBR2	NA	96 h	LINCSKD_33936	PC3.311	LINCSCP_125836
0.3406	1.5207e-7	226	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_125836
0.3398	1.6413e-7	226	ARG1	CGS001-383	96 h	LINCSKD_24665	NPC	LINCSCP_125836
0.3375	2.001e-7	226	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_125836
0.335	2.4972e-7	226	IL2RA	CGS001-3559	96 h	LINCSKD_19251	HT29	LINCSCP_125836
0.3324	3.116e-7	226	TLR9	CGS001-54106	120 h	LINCSKD_32971	VCAP	LINCSCP_125836
0.3283	4.4481e-7	226	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_125836
0.3201	8.8335e-7	226	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_125836
0.3178	1.0688e-6	226	CEACAM1	CGS001-634	120 h	LINCSKD_30435	VCAP	LINCSCP_125836
0.316	1.241e-6	226	CD19	CGS001-930	96 h	LINCSKD_4151	A549	LINCSCP_125836
0.315	1.3422e-6	226	HEY1	CGS001-23462	96 h	LINCSKD_19082	HT29	LINCSCP_125836
0.3139	1.4681e-6	226	DPP4	CGS001-1803	120 h	LINCSKD_30688	VCAP	LINCSCP_125836
-0.3116	1.7739e-6	226	CXCL8	CGS001-3576	96 h	LINCSKD_9604	HA1E	LINCSCP_125836
0.3112	1.8291e-6	226	TGFBR2	NA	96 h	LINCSKD_33777	MCF7.101	LINCSCP_125836
0.3098	2.048e-6	226	HEY1	CGS001-23462	96 h	LINCSKD_4992	A549	LINCSCP_125836
0.3072	2.5147e-6	226	TGFBR2	CGS001-7048	96 h	LINCSKD_20746	HT29	LINCSCP_125836
0.3069	2.5739e-6	226	ARG1	CGS001-383	96 h	LINCSKD_11845	HCC515	LINCSCP_125836
