similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4243	1.3104e-12	256	CD46	CGS001-4179	96 h	LINCSKD_18323	HT29	LINCSCP_13439
0.3949	5.5319e-11	256	IL2RA	CGS001-3559	96 h	LINCSKD_27669	PC3	LINCSCP_13439
0.3678	1.282e-9	256	CCL20	CGS001-6364	96 h	LINCSKD_8535	HA1E	LINCSCP_13439
0.3624	2.3172e-9	256	TGFBR1	NA	96 h	LINCSKD_33458	A375.311	LINCSCP_13439
0.3553	4.9463e-9	256	AGT	CGS001-183	120 h	LINCSKD_30016	VCAP	LINCSCP_13439
0.3535	5.9603e-9	256	CCL20	CGS001-6364	96 h	LINCSKD_460	A375	LINCSCP_13439
0.3481	1.0515e-8	256	IL1B	CGS001-3553	96 h	LINCSKD_1531	A375	LINCSCP_13439
0.335	3.9535e-8	256	ARG1	CGS001-383	96 h	LINCSKD_11845	HCC515	LINCSCP_13439
0.3327	4.9306e-8	256	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_13439
0.3322	5.2028e-8	256	MMEL1	CGS001-79258	120 h	LINCSKD_31703	VCAP	LINCSCP_13439
0.3276	8.1192e-8	256	TGFB1	CGS001-7040	96 h	LINCSKD_13834	HCC515	LINCSCP_13439
0.3196	1.7236e-7	256	CEACAM1	CGS001-634	96 h	LINCSKD_8610	HA1E	LINCSCP_13439
0.3192	1.7925e-7	256	CCL20	CGS001-6364	96 h	LINCSKD_18298	HT29	LINCSCP_13439
0.3186	1.8914e-7	256	TGFBR2	CGS001-7048	120 h	LINCSKD_32938	VCAP	LINCSCP_13439
0.3063	5.79e-7	256	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_13439
0.305	6.5104e-7	256	TGFBR1	CGS001-7046	96 h	LINCSKD_14493	HEKTE	LINCSCP_13439
0.3021	8.4454e-7	256	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_13439
0.2995	1.0509e-6	256	ANPEP	CGS001-290	96 h	LINCSKD_152	A375	LINCSCP_13439
0.2897	2.4305e-6	256	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_13439
0.2886	2.6713e-6	256	CXCL1	CGS001-2919	96 h	LINCSKD_27067	PC3	LINCSCP_13439
0.2876	2.8899e-6	256	CD19	CGS001-930	96 h	LINCSKD_12026	HCC515	LINCSCP_13439
0.2836	4.0206e-6	256	MMEL1	CGS001-79258	96 h	LINCSKD_19583	HT29	LINCSCP_13439
0.2811	4.9274e-6	256	TGFBR1	NA	96 h	LINCSKD_33935	PC3.311	LINCSCP_13439
0.2794	5.6286e-6	256	TGFBR1	CGS001-7046	120 h	LINCSKD_32937	VCAP	LINCSCP_13439
0.2791	5.7814e-6	256	IL2RB	CGS001-3560	96 h	LINCSKD_9596	HA1E	LINCSCP_13439
0.2741	8.6319e-6	256	MMEL1	CGS001-79258	96 h	LINCSKD_27952	PC3	LINCSCP_13439
-0.2718	0	256	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_13439
0.2674	0	256	CXCL1	CGS001-2919	96 h	LINCSKD_15180	HEPG2	LINCSCP_13439
