similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.524	1.8919e-12	157	TGFBR2	NA	96 h	LINCSKD_33830	MCF7.311	LINCSCP_143204
0.4913	6.4604e-11	157	CXCL2	CGS001-2920	96 h	LINCSKD_4368	A549	LINCSCP_143204
0.443	6.2396e-9	157	CXCL2	CGS001-2920	96 h	LINCSKD_15182	HEPG2	LINCSCP_143204
0.4283	2.1948e-8	157	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_143204
0.4183	4.9764e-8	157	TNF	CGS001-7124	120 h	LINCSKD_32982	VCAP	LINCSCP_143204
0.407	1.22e-7	157	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_143204
0.3987	2.3246e-7	157	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_143204
0.3916	3.9398e-7	157	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_143204
0.3853	6.2607e-7	157	MMEL1	CGS001-79258	96 h	LINCSKD_5516	A549	LINCSCP_143204
0.3843	6.7239e-7	157	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_143204
0.3794	9.5727e-7	157	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_143204
0.3764	1.1801e-6	157	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_143204
0.376	1.2135e-6	157	TGFBR2	NA	96 h	LINCSKD_33724	HT29.311	LINCSCP_143204
0.3632	2.9276e-6	157	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_143204
0.3611	3.3929e-6	157	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_143204
0.3492	7.3833e-6	157	IL6	CGS001-3569	96 h	LINCSKD_5165	A549	LINCSCP_143204
0.348	7.9495e-6	157	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_143204
-0.345	9.6593e-6	157	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_143204
0.3363	0	157	TGFB1	CGS001-7040	96 h	LINCSKD_17438	HEPG2	LINCSCP_143204
0.3309	0	157	CXCL2	CGS001-2920	96 h	LINCSKD_8782	HA1E	LINCSCP_143204
0.3304	0	157	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_143204
0.3252	0	157	CD46	CGS001-4179	96 h	LINCSKD_18323	HT29	LINCSCP_143204
0.3235	0	157	HEY1	CGS001-23462	96 h	LINCSKD_9414	HA1E	LINCSCP_143204
0.3235	0	157	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_143204
0.3117	1e-4	157	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_143204
0.3115	1e-4	157	TNF	CGS001-7124	96 h	LINCSKD_6852	A549	LINCSCP_143204
-0.3115	1e-4	157	CXCL8	CGS001-3576	144 h	LINCSKD_35961	PC3	LINCSCP_143204
0.3097	1e-4	157	TGFBR1	NA	96 h	LINCSKD_33617	HA1E.311	LINCSCP_143204
0.3081	1e-4	157	TGFBR2	CGS001-7048	96 h	LINCSKD_14494	HEKTE	LINCSCP_143204
0.3057	1e-4	157	TGFBR2	CGS001-7048	96 h	LINCSKD_13836	HCC515	LINCSCP_143204
0.3027	1e-4	157	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_143204
0.2968	2e-4	157	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_143204
0.295	2e-4	157	IL2RA	CGS001-3559	120 h	LINCSKD_31334	VCAP	LINCSCP_143204
0.2906	2e-4	157	TGFBR1	NA	96 h	LINCSKD_33776	MCF7.101	LINCSCP_143204
0.2889	2e-4	157	TGFBR2	NA	96 h	LINCSKD_33936	PC3.311	LINCSCP_143204
0.2879	3e-4	157	CD19	CGS001-930	96 h	LINCSKD_18318	HT29	LINCSCP_143204
0.2869	3e-4	157	TGFBR1	NA	96 h	LINCSKD_33935	PC3.311	LINCSCP_143204
-0.2852	3e-4	157	LAP3	CGS001-51056	96 h	LINCSKD_27790	PC3	LINCSCP_143204
