similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4511	1.1629e-10	185	NFKB1	CGS001-4790	96 h	LINCSKD_5654	A549	LINCSCP_214699
0.4417	3.0931e-10	185	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_214699
0.393	3.13e-8	185	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_214699
0.3791	1.0268e-7	185	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_214699
0.376	1.3328e-7	185	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_214699
0.3692	2.3311e-7	185	CTLA4	CGS001-1493	96 h	LINCSKD_8761	HA1E	LINCSCP_214699
-0.3569	6.1245e-7	185	TGFBR2	CGS001-7048	96 h	LINCSKD_13836	HCC515	LINCSCP_214699
0.3503	1.0167e-6	185	CD19	CGS001-930	96 h	LINCSKD_14975	HEPG2	LINCSCP_214699
0.3492	1.1094e-6	185	HEY1	CGS001-23462	96 h	LINCSKD_4992	A549	LINCSCP_214699
0.3465	1.3593e-6	185	NFKB1	CGS001-4790	96 h	LINCSKD_28060	PC3	LINCSCP_214699
0.3449	1.5321e-6	185	LAP3	CGS001-51056	96 h	LINCSKD_25078	NPC	LINCSCP_214699
-0.344	1.6264e-6	185	TGFBR2	CGS001-7048	144 h	LINCSKD_36274	PC3	LINCSCP_214699
0.3415	1.9603e-6	185	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_214699
-0.3304	4.3708e-6	185	CD83	CGS001-9308	144 h	LINCSKD_35740	PC3	LINCSCP_214699
0.3119	0	185	IL6	CGS001-3569	144 h	LINCSKD_35960	PC3	LINCSCP_214699
-0.3117	0	185	TGFBR2	NA	96 h	LINCSKD_33671	HELA.311	LINCSCP_214699
0.3025	0	185	CCL2	CGS001-6347	120 h	LINCSKD_30355	VCAP	LINCSCP_214699
0.2955	0	185	CD19	CGS001-930	96 h	LINCSKD_18318	HT29	LINCSCP_214699
0.2922	1e-4	185	NFKB1	CGS001-4790	96 h	LINCSKD_23521	MCF7	LINCSCP_214699
-0.2922	1e-4	185	TGFBR2	CGS001-7048	96 h	LINCSKD_24291	MCF7	LINCSCP_214699
0.2912	1e-4	185	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_214699
0.2905	1e-4	185	CD19	CGS001-930	96 h	LINCSKD_22484	MCF7	LINCSCP_214699
0.2867	1e-4	185	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_214699
-0.2837	1e-4	185	ANPEP	CGS001-290	96 h	LINCSKD_14673	HEPG2	LINCSCP_214699
0.2837	1e-4	185	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_214699
-0.28	1e-4	185	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_214699
0.2797	1e-4	185	CD44	CGS001-960	96 h	LINCSKD_24747	NPC	LINCSCP_214699
0.2757	1e-4	185	AGTR1	CGS001-185	96 h	LINCSKD_26623	PC3	LINCSCP_214699
0.2681	2e-4	185	NFKB1	CGS001-4790	96 h	LINCSKD_2066	A375	LINCSCP_214699
0.2675	2e-4	185	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_214699
0.2646	3e-4	185	TGFB1	CGS001-7040	96 h	LINCSKD_6798	A549	LINCSCP_214699
0.2638	3e-4	185	IL6	CGS001-3569	96 h	LINCSKD_1543	A375	LINCSCP_214699
