similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6526	1.3386e-43	348	TGFBR2	CGS001-7048	96 h	LINCSKD_20746	HT29	LINCSCP_109660
0.6342	1.4836e-40	348	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_109660
0.5892	6.7047e-34	348	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_109660
0.5711	1.6302e-31	348	CEACAM1	CGS001-634	96 h	LINCSKD_8610	HA1E	LINCSCP_109660
0.5639	1.3397e-30	348	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_109660
0.5639	1.3505e-30	348	TGFB1	CGS001-7040	96 h	LINCSKD_11244	HA1E	LINCSCP_109660
0.5633	1.5952e-30	348	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_109660
0.5607	3.36e-30	348	ANPEP	CGS001-290	96 h	LINCSKD_14673	HEPG2	LINCSCP_109660
0.5458	2.11e-28	348	TGFBR2	CGS001-7048	96 h	LINCSKD_24291	MCF7	LINCSCP_109660
0.5406	8.4675e-28	348	TGFBR2	CGS001-7048	120 h	LINCSKD_32938	VCAP	LINCSCP_109660
0.5394	1.1718e-27	348	IL2RB	CGS001-3560	96 h	LINCSKD_23169	MCF7	LINCSCP_109660
0.537	2.2103e-27	348	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_109660
0.5365	2.4586e-27	348	IL6	CGS001-3569	120 h	LINCSKD_31339	VCAP	LINCSCP_109660
-0.5345	4.2246e-27	348	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_109660
-0.5273	2.6906e-26	348	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_109660
0.5235	7.0676e-26	348	CXCL1	CGS001-2919	96 h	LINCSKD_8780	HA1E	LINCSCP_109660
0.5218	1.0788e-25	348	ANPEP	CGS001-290	96 h	LINCSKD_18011	HT29	LINCSCP_109660
0.5194	1.9503e-25	348	IL2RB	CGS001-3560	96 h	LINCSKD_9596	HA1E	LINCSCP_109660
0.516	4.5153e-25	348	TLR9	CGS001-54106	96 h	LINCSKD_13861	HCC515	LINCSCP_109660
0.5155	5.0719e-25	348	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_109660
-0.5149	5.9459e-25	348	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_109660
0.5148	6.0367e-25	348	TLR7	CGS001-51284	96 h	LINCSKD_11278	HA1E	LINCSCP_109660
0.5146	6.41e-25	348	CCL20	CGS001-6364	96 h	LINCSKD_8535	HA1E	LINCSCP_109660
0.5104	1.7447e-24	348	TLR7	CGS001-51284	96 h	LINCSKD_17468	HEPG2	LINCSCP_109660
-0.5081	3.0688e-24	348	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_109660
0.5046	6.9777e-24	348	AGT	CGS001-183	96 h	LINCSKD_85	A375	LINCSCP_109660
0.5043	7.566e-24	348	ARG1	CGS001-383	96 h	LINCSKD_14709	HEPG2	LINCSCP_109660
0.5042	7.726e-24	348	ANPEP	CGS001-290	96 h	LINCSKD_8231	HA1E	LINCSCP_109660
0.5015	1.4513e-23	348	IL2RA	CGS001-3559	96 h	LINCSKD_27669	PC3	LINCSCP_109660
0.5007	1.7401e-23	348	CXCL1	CGS001-2919	96 h	LINCSKD_15180	HEPG2	LINCSCP_109660
0.4992	2.5047e-23	348	TGFBR1	NA	96 h	LINCSKD_33935	PC3.311	LINCSCP_109660
0.4925	1.1468e-22	348	IL2	CGS001-3558	96 h	LINCSKD_9592	HA1E	LINCSCP_109660
0.4889	2.617e-22	348	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_109660
