similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.7058	5.298e-28	177	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_56520
0.6957	6.1594e-27	177	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_56520
0.6888	3.1175e-26	177	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_56520
0.6627	9.4583e-24	177	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_56520
0.6488	1.5918e-22	177	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_56520
0.6404	8.1199e-22	177	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_56520
0.634	2.7513e-21	177	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_56520
0.6299	5.8739e-21	177	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_56520
0.6284	7.7432e-21	177	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_56520
-0.6181	4.9088e-20	177	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_56520
-0.612	1.4232e-19	177	CD44	CGS001-960	96 h	LINCSKD_18322	HT29	LINCSCP_56520
0.6072	3.2822e-19	177	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_56520
0.6006	9.8486e-19	177	ARG1	CGS001-383	120 h	LINCSKD_30117	VCAP	LINCSCP_56520
-0.5468	3.4439e-15	177	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_56520
0.5419	6.733e-15	177	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_56520
