similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4934	6.5033e-21	318	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_104831
0.4903	1.2393e-20	318	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_104831
0.4524	1.8811e-17	318	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_104831
0.4475	4.6105e-17	318	TGFBR2	CGS001-7048	96 h	LINCSKD_20746	HT29	LINCSCP_104831
0.4343	4.6703e-16	318	CEACAM1	CGS001-634	96 h	LINCSKD_8610	HA1E	LINCSCP_104831
0.4285	1.2354e-15	318	CD40	CGS001-958	96 h	LINCSKD_12028	HCC515	LINCSCP_104831
0.425	2.2305e-15	318	IL2RA	CGS001-3559	96 h	LINCSKD_27669	PC3	LINCSCP_104831
0.424	2.6292e-15	318	TGFBR1	CGS001-7046	96 h	LINCSKD_6799	A549	LINCSCP_104831
0.4235	2.8405e-15	318	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_104831
0.423	3.0972e-15	318	AGT	CGS001-183	96 h	LINCSKD_85	A375	LINCSCP_104831
0.4202	4.889e-15	318	IL2	CGS001-3558	96 h	LINCSKD_1535	A375	LINCSCP_104831
0.4192	5.7486e-15	318	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_104831
0.417	8.3136e-15	318	IL2RB	CGS001-3560	96 h	LINCSKD_5161	A549	LINCSCP_104831
0.4124	1.7305e-14	318	TGFBR1	NA	96 h	LINCSKD_33882	PC3.101	LINCSCP_104831
-0.4094	2.7881e-14	318	CD19	CGS001-930	96 h	LINCSKD_8558	HA1E	LINCSCP_104831
0.4087	3.1074e-14	318	TLR7	CGS001-51284	96 h	LINCSKD_3222	A375	LINCSCP_104831
0.4047	5.806e-14	318	HEY1	CGS001-23462	96 h	LINCSKD_19082	HT29	LINCSCP_104831
-0.4025	8.1183e-14	318	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_104831
0.401	1.0241e-13	318	TGFB1	CGS001-7040	96 h	LINCSKD_11244	HA1E	LINCSCP_104831
0.3992	1.3563e-13	318	TGFBR1	NA	96 h	LINCSKD_33935	PC3.311	LINCSCP_104831
0.3985	1.5052e-13	318	TLR7	CGS001-51284	96 h	LINCSKD_11278	HA1E	LINCSCP_104831
-0.3978	1.6818e-13	318	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_104831
0.396	2.2024e-13	318	TGFBR2	CGS001-7048	96 h	LINCSKD_24291	MCF7	LINCSCP_104831
-0.3936	3.1515e-13	318	CXCL8	CGS001-3576	96 h	LINCSKD_15927	HEPG2	LINCSCP_104831
0.3928	3.5822e-13	318	TLR7	CGS001-51284	96 h	LINCSKD_17468	HEPG2	LINCSCP_104831
0.3916	4.2458e-13	318	TGFB1	CGS001-7040	96 h	LINCSKD_3191	A375	LINCSCP_104831
-0.3906	4.9453e-13	318	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_104831
-0.3854	1.0523e-12	318	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_104831
0.384	1.301e-12	318	CD44	CGS001-960	96 h	LINCSKD_18322	HT29	LINCSCP_104831
0.3826	1.5965e-12	318	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_104831
-0.379	2.6453e-12	318	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_104831
0.3766	3.7502e-12	318	IL2RB	CGS001-3560	96 h	LINCSKD_23169	MCF7	LINCSCP_104831
