similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3464	0	147	IL6R	CGS001-3570	96 h	LINCSKD_15924	HEPG2	LINCSCP_170011
0.3191	1e-4	147	CXCL8	CGS001-3576	96 h	LINCSKD_9604	HA1E	LINCSCP_170011
0.315	1e-4	147	TGFBR1	CGS001-7046	120 h	LINCSKD_32937	VCAP	LINCSCP_170011
0.3103	1e-4	147	TLR9	CGS001-54106	96 h	LINCSKD_13861	HCC515	LINCSCP_170011
0.3047	2e-4	147	TGFBR2	CGS001-7048	96 h	LINCSKD_28905	PC3	LINCSCP_170011
0.2903	4e-4	147	TGFB1	CGS001-7040	96 h	LINCSKD_3191	A375	LINCSCP_170011
0.2892	4e-4	147	TGFBR2	CGS001-7048	96 h	LINCSKD_13836	HCC515	LINCSCP_170011
0.2776	7e-4	147	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_170011
0.2714	9e-4	147	LAP3	CGS001-51056	96 h	LINCSKD_1709	A375	LINCSCP_170011
0.2678	0.001	147	IL6	CGS001-3569	120 h	LINCSKD_31339	VCAP	LINCSCP_170011
0.2664	0.0011	147	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_170011
0.2607	0.0014	147	TGFBR2	NA	96 h	LINCSKD_33724	HT29.311	LINCSCP_170011
0.2483	0.0024	147	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_170011
0.2444	0.0028	147	AGT	CGS001-183	96 h	LINCSKD_85	A375	LINCSCP_170011
0.2439	0.0029	147	ANPEP	CGS001-290	96 h	LINCSKD_22268	MCF7	LINCSCP_170011
0.2342	0.0043	147	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_170011
0.2339	0.0043	147	CD19	CGS001-930	96 h	LINCSKD_12026	HCC515	LINCSCP_170011
0.2316	0.0048	147	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_170011
0.2266	0.0058	147	CD40	CGS001-958	96 h	LINCSKD_12028	HCC515	LINCSCP_170011
0.2262	0.0059	147	CD19	CGS001-930	96 h	LINCSKD_4151	A549	LINCSCP_170011
0.2226	0.0067	147	AGT	CGS001-183	96 h	LINCSKD_11783	HCC515	LINCSCP_170011
0.2175	0.0081	147	IL2RA	CGS001-3559	96 h	LINCSKD_19251	HT29	LINCSCP_170011
0.2154	0.0088	147	CD40	CGS001-958	96 h	LINCSKD_4154	A549	LINCSCP_170011
0.2138	0.0093	147	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_170011
0.2079	0.0115	147	TGFBR1	CGS001-7046	96 h	LINCSKD_29920	SW480	LINCSCP_170011
0.2054	0.0126	147	CEACAM1	CGS001-634	96 h	LINCSKD_26952	PC3	LINCSCP_170011
0.2044	0.013	147	CD19	CGS001-930	96 h	LINCSKD_18318	HT29	LINCSCP_170011
0.2034	0.0135	147	IL2RB	CGS001-3560	96 h	LINCSKD_12719	HCC515	LINCSCP_170011
0.2033	0.0135	147	IL1B	CGS001-3553	96 h	LINCSKD_15912	HEPG2	LINCSCP_170011
