similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5774	4.1424e-12	121	DPP4	CGS001-1803	120 h	LINCSKD_30688	VCAP	LINCSCP_56939
0.5083	2.6415e-9	121	TGFBR2	CGS001-7048	120 h	LINCSKD_32938	VCAP	LINCSCP_56939
0.4893	1.2295e-8	121	CD81	CGS001-975	120 h	LINCSKD_30386	VCAP	LINCSCP_56939
0.4833	1.9731e-8	121	CXCL1	CGS001-2919	96 h	LINCSKD_8780	HA1E	LINCSCP_56939
0.4735	4.1277e-8	121	ANPEP	CGS001-290	120 h	LINCSKD_30080	VCAP	LINCSCP_56939
0.4674	6.4674e-8	121	TGFBR2	NA	96 h	LINCSKD_33777	MCF7.101	LINCSCP_56939
0.458	1.2745e-7	121	CCL2	CGS001-6347	96 h	LINCSKD_22470	MCF7	LINCSCP_56939
-0.4539	1.7017e-7	121	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_56939
0.4509	2.0962e-7	121	IL2RA	CGS001-3559	96 h	LINCSKD_27669	PC3	LINCSCP_56939
-0.4464	2.8679e-7	121	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_56939
0.4404	4.3198e-7	121	IL2	CGS001-3558	96 h	LINCSKD_5157	A549	LINCSCP_56939
0.438	5.0641e-7	121	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_56939
0.4315	7.7722e-7	121	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_56939
0.4222	1.4083e-6	121	IL2	CGS001-3558	96 h	LINCSKD_1535	A375	LINCSCP_56939
0.4171	1.9408e-6	121	CCL20	CGS001-6364	96 h	LINCSKD_14955	HEPG2	LINCSCP_56939
0.4162	2.0518e-6	121	CD19	CGS001-930	96 h	LINCSKD_4151	A549	LINCSCP_56939
0.4148	2.2374e-6	121	TLR7	CGS001-51284	96 h	LINCSKD_11278	HA1E	LINCSCP_56939
0.4105	2.9147e-6	121	CD40	CGS001-958	96 h	LINCSKD_488	A375	LINCSCP_56939
0.3983	6.0659e-6	121	CEACAM1	CGS001-634	120 h	LINCSKD_30435	VCAP	LINCSCP_56939
0.3906	9.4365e-6	121	TGFBR1	CGS001-7046	96 h	LINCSKD_29920	SW480	LINCSCP_56939
0.3823	0	121	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_56939
0.3814	0	121	CD83	CGS001-9308	96 h	LINCSKD_14984	HEPG2	LINCSCP_56939
-0.3805	0	121	TNF	CGS001-7124	120 h	LINCSKD_32982	VCAP	LINCSCP_56939
0.3745	0	121	AGT	CGS001-183	96 h	LINCSKD_11783	HCC515	LINCSCP_56939
0.374	0	121	TGFBR2	NA	96 h	LINCSKD_33724	HT29.311	LINCSCP_56939
0.3697	0	121	CCL20	CGS001-6364	96 h	LINCSKD_8535	HA1E	LINCSCP_56939
-0.3645	0	121	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_56939
0.3618	0	121	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_56939
0.361	0	121	AGT	CGS001-183	96 h	LINCSKD_14611	HEPG2	LINCSCP_56939
0.3609	0	121	IL2RB	CGS001-3560	96 h	LINCSKD_5161	A549	LINCSCP_56939
0.3608	0	121	TGFBR2	NA	96 h	LINCSKD_33989	YAPC.311	LINCSCP_56939
0.3587	1e-4	121	TGFBR1	NA	96 h	LINCSKD_33458	A375.311	LINCSCP_56939
0.3585	1e-4	121	CCL20	CGS001-6364	96 h	LINCSKD_12011	HCC515	LINCSCP_56939
0.3565	1e-4	121	TGFBR2	CGS001-7048	96 h	LINCSKD_28905	PC3	LINCSCP_56939
0.3549	1e-4	121	CD40	CGS001-958	96 h	LINCSKD_12028	HCC515	LINCSCP_56939
0.3542	1e-4	121	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_56939
0.3484	1e-4	121	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_56939
0.3453	1e-4	121	CCL20	CGS001-6364	96 h	LINCSKD_4128	A549	LINCSCP_56939
0.3439	1e-4	121	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_56939
