similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3999	7.1779e-13	298	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_142242
0.385	5.7698e-12	298	CD19	CGS001-930	96 h	LINCSKD_8558	HA1E	LINCSCP_142242
0.3806	1.0427e-11	298	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_142242
0.3767	1.7464e-11	298	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_142242
0.3672	6.0991e-11	298	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_142242
-0.3663	6.78e-11	298	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_142242
0.3316	4.4323e-9	298	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_142242
0.3241	1.0208e-8	298	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_142242
0.3223	1.2447e-8	298	CD19	CGS001-930	96 h	LINCSKD_18318	HT29	LINCSCP_142242
0.3196	1.6824e-8	298	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_142242
0.3191	1.7597e-8	298	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_142242
0.3094	4.9624e-8	298	AGTR1	CGS001-185	96 h	LINCSKD_22228	MCF7	LINCSCP_142242
0.3079	5.8027e-8	298	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_142242
0.3058	7.1943e-8	298	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_142242
0.3035	9.1393e-8	298	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_142242
0.3032	9.4001e-8	298	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_142242
0.2964	1.8534e-7	298	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_142242
