similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.3122	4.4203e-6	208	NFKB1	CGS001-4790	96 h	LINCSKD_28060	PC3	LINCSCP_173045
0.288	0	208	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_173045
0.2735	1e-4	208	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_173045
-0.2535	2e-4	208	TGFBR2	CGS001-7048	144 h	LINCSKD_34696	MCF7	LINCSCP_173045
0.2519	2e-4	208	CD40	CGS001-958	96 h	LINCSKD_4154	A549	LINCSCP_173045
-0.25	3e-4	208	DPP4	CGS001-1803	96 h	LINCSKD_15279	HEPG2	LINCSCP_173045
0.2492	3e-4	208	HEY1	CGS001-23462	96 h	LINCSKD_1355	A375	LINCSCP_173045
0.2398	5e-4	208	AGTR1	CGS001-185	96 h	LINCSKD_26623	PC3	LINCSCP_173045
0.236	6e-4	208	NFKB1	CGS001-4790	96 h	LINCSKD_2066	A375	LINCSCP_173045
-0.2257	0.001	208	CD83	CGS001-9308	144 h	LINCSKD_34124	MCF7	LINCSCP_173045
0.2244	0.0011	208	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_173045
0.2219	0.0013	208	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_173045
-0.2194	0.0015	208	DPP4	CGS001-1803	96 h	LINCSKD_22683	MCF7	LINCSCP_173045
0.2194	0.0015	208	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_173045
0.2169	0.0017	208	CD44	CGS001-960	96 h	LINCSKD_36469	PC3	LINCSCP_173045
0.2148	0.0018	208	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_173045
0.2042	0.0031	208	IL6	CGS001-3569	96 h	LINCSKD_36707	PC3	LINCSCP_173045
0.2034	0.0032	208	IL2RA	CGS001-3559	96 h	LINCSKD_1538	A375	LINCSCP_173045
0.2022	0.0034	208	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_173045
-0.2006	0.0037	208	ARG1	CGS001-383	96 h	LINCSKD_22298	MCF7	LINCSCP_173045
