similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4185	5.0991e-12	250	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_9684
0.409	1.6779e-11	250	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_9684
0.3828	3.7692e-10	250	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_9684
0.3809	4.7074e-10	250	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_9684
0.3616	3.8606e-9	250	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_9684
0.3574	6.0302e-9	250	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_9684
0.3529	9.6523e-9	250	LAP3	CGS001-51056	96 h	LINCSKD_7645	ASC	LINCSCP_9684
0.3513	1.1324e-8	250	ARG1	CGS001-383	144 h	LINCSKD_25752	PC3	LINCSCP_9684
0.3422	2.8109e-8	250	CCL2	CGS001-6347	120 h	LINCSKD_30355	VCAP	LINCSCP_9684
0.3419	2.8986e-8	250	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_9684
0.3383	4.1444e-8	250	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_9684
0.3343	6.1184e-8	250	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_9684
-0.3263	1.3014e-7	250	TGFBR2	CGS001-7048	96 h	LINCSKD_24291	MCF7	LINCSCP_9684
0.3244	1.5473e-7	250	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_9684
0.3225	1.8598e-7	250	TNF	CGS001-7124	120 h	LINCSKD_32982	VCAP	LINCSCP_9684
0.3194	2.4628e-7	250	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_9684
-0.3136	4.1695e-7	250	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_9684
0.3064	7.8024e-7	250	CEACAM1	CGS001-634	96 h	LINCSKD_18367	HT29	LINCSCP_9684
0.3009	1.2531e-6	250	CXCL2	CGS001-2920	96 h	LINCSKD_8782	HA1E	LINCSCP_9684
-0.2948	2.1008e-6	250	CD46	CGS001-4179	96 h	LINCSKD_22488	MCF7	LINCSCP_9684
0.2931	2.4248e-6	250	HEY1	CGS001-23462	96 h	LINCSKD_1355	A375	LINCSCP_9684
0.2878	3.7391e-6	250	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_9684
0.2874	3.8551e-6	250	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_9684
0.2873	3.8921e-6	250	CXCL2	CGS001-2920	96 h	LINCSKD_15182	HEPG2	LINCSCP_9684
