similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5457	5.7748e-22	265	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_139689
0.494	1.0376e-17	265	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_139689
0.4594	3.0481e-15	265	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_139689
0.4484	1.6353e-14	265	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_139689
0.4264	3.9169e-13	265	CD19	CGS001-930	96 h	LINCSKD_18318	HT29	LINCSCP_139689
0.4232	6.133e-13	265	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_139689
0.4222	6.9872e-13	265	CXCL8	CGS001-3576	144 h	LINCSKD_34353	MCF7	LINCSCP_139689
0.4218	7.3955e-13	265	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_139689
0.4218	7.4521e-13	265	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_139689
0.418	1.2516e-12	265	TGFBR1	NA	96 h	LINCSKD_33511	A549.311	LINCSCP_139689
0.4173	1.3772e-12	265	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_139689
0.41	3.6156e-12	265	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_139689
0.4043	7.6623e-12	265	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_139689
0.4022	9.9814e-12	265	CEACAM1	CGS001-634	96 h	LINCSKD_18367	HT29	LINCSCP_139689
0.3786	1.8492e-10	265	NFKB1	CGS001-4790	96 h	LINCSKD_2066	A375	LINCSCP_139689
0.3748	2.9148e-10	265	TGFBR2	NA	96 h	LINCSKD_33565	HA1E.101	LINCSCP_139689
0.3721	3.9792e-10	265	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_139689
0.3718	4.1048e-10	265	LAP3	CGS001-51056	96 h	LINCSKD_25078	NPC	LINCSCP_139689
0.3671	7.0716e-10	265	NFKB1	CGS001-4790	96 h	LINCSKD_16384	HEPG2	LINCSCP_139689
0.363	1.1213e-9	265	TGFBR1	NA	96 h	LINCSKD_33988	YAPC.311	LINCSCP_139689
0.3622	1.2271e-9	265	TGFBR1	NA	96 h	LINCSKD_33458	A375.311	LINCSCP_139689
0.3607	1.4563e-9	265	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_139689
0.3537	3.1624e-9	265	ARG1	CGS001-383	144 h	LINCSKD_25752	PC3	LINCSCP_139689
0.3493	5.089e-9	265	CD44	CGS001-960	96 h	LINCSKD_24747	NPC	LINCSCP_139689
0.3483	5.6644e-9	265	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_139689
0.3473	6.2811e-9	265	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_139689
0.3405	1.2861e-8	265	CD81	CGS001-975	96 h	LINCSKD_14983	HEPG2	LINCSCP_139689
0.332	3.092e-8	265	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_139689
0.3311	3.3576e-8	265	TGFBR1	NA	96 h	LINCSKD_33882	PC3.101	LINCSCP_139689
0.3292	4.08e-8	265	TLR7	CGS001-51284	96 h	LINCSKD_20774	HT29	LINCSCP_139689
0.3282	4.527e-8	265	CTLA4	CGS001-1493	96 h	LINCSKD_8761	HA1E	LINCSCP_139689
0.3271	5.0177e-8	265	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_139689
0.3246	6.4578e-8	265	CD81	CGS001-975	96 h	LINCSKD_22491	MCF7	LINCSCP_139689
0.3239	6.8755e-8	265	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_139689
0.3227	7.7902e-8	265	LAP3	CGS001-51056	96 h	LINCSKD_7645	ASC	LINCSCP_139689
0.3222	8.1036e-8	265	CTLA4	CGS001-1493	144 h	LINCSKD_35785	PC3	LINCSCP_139689
