similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6382	1.7918e-64	552	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_95798
0.6265	1.6244e-61	552	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_95798
0.6187	1.281e-59	552	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_95798
0.5814	3.2131e-51	552	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_95798
-0.5582	1.5277e-46	552	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_95798
0.5535	1.2675e-45	552	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_95798
0.5497	6.6513e-45	552	IL2RB	CGS001-3560	96 h	LINCSKD_9596	HA1E	LINCSCP_95798
0.5425	1.4413e-43	552	TLR7	CGS001-51284	96 h	LINCSKD_11278	HA1E	LINCSCP_95798
-0.5339	5.4459e-42	552	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_95798
0.5282	5.3865e-41	552	IL2RB	CGS001-3560	96 h	LINCSKD_23169	MCF7	LINCSCP_95798
-0.5255	1.6095e-40	552	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_95798
-0.5195	1.7459e-39	552	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_95798
-0.5186	2.513e-39	552	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_95798
0.5167	5.1965e-39	552	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_95798
0.5156	8.2639e-39	552	IL2	CGS001-3558	96 h	LINCSKD_9592	HA1E	LINCSCP_95798
0.5036	7.7124e-37	552	CD83	CGS001-9308	96 h	LINCSKD_14984	HEPG2	LINCSCP_95798
-0.502	1.439e-36	552	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_95798
-0.484	9.3053e-34	552	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_95798
0.4795	4.4318e-33	552	TLR7	CGS001-51284	96 h	LINCSKD_17468	HEPG2	LINCSCP_95798
