similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4878	4.0665e-20	313	IL1B	CGS001-3553	96 h	LINCSKD_19243	HT29	LINCSCP_127252
0.4696	1.4319e-18	313	MMEL1	CGS001-79258	96 h	LINCSKD_19583	HT29	LINCSCP_127252
0.4611	6.9375e-18	313	IL2RB	CGS001-3560	96 h	LINCSKD_19252	HT29	LINCSCP_127252
0.4599	8.7444e-18	313	TGFBR2	CGS001-7048	96 h	LINCSKD_20746	HT29	LINCSCP_127252
0.4127	2.6427e-14	313	CD40	CGS001-958	120 h	LINCSKD_30380	VCAP	LINCSCP_127252
-0.4106	3.7003e-14	313	TLR7	CGS001-51284	144 h	LINCSKD_36279	PC3	LINCSCP_127252
0.4106	3.7091e-14	313	CCL20	CGS001-6364	96 h	LINCSKD_18298	HT29	LINCSCP_127252
0.4045	9.5062e-14	313	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_127252
0.3981	2.4809e-13	313	LAP3	CGS001-51056	96 h	LINCSKD_1709	A375	LINCSCP_127252
0.3757	6.2386e-12	313	IL2	CGS001-3558	96 h	LINCSKD_1535	A375	LINCSCP_127252
-0.3616	4.2024e-11	313	TGFBR2	CGS001-7048	144 h	LINCSKD_36274	PC3	LINCSCP_127252
0.3607	4.7404e-11	313	CD40	CGS001-958	96 h	LINCSKD_26917	PC3	LINCSCP_127252
0.353	1.2823e-10	313	TLR7	CGS001-51284	96 h	LINCSKD_3222	A375	LINCSCP_127252
0.3459	3.15e-10	313	ARG1	CGS001-383	96 h	LINCSKD_18046	HT29	LINCSCP_127252
0.3374	9.0643e-10	313	TGFBR2	CGS001-7048	96 h	LINCSKD_28905	PC3	LINCSCP_127252
0.3251	3.8821e-9	313	CEACAM1	CGS001-634	120 h	LINCSKD_30435	VCAP	LINCSCP_127252
0.321	6.2447e-9	313	TGFB1	CGS001-7040	96 h	LINCSKD_3191	A375	LINCSCP_127252
-0.3114	1.8214e-8	313	IL2	CGS001-3558	144 h	LINCSKD_35957	PC3	LINCSCP_127252
0.3107	1.9664e-8	313	CXCL1	CGS001-2919	96 h	LINCSKD_27067	PC3	LINCSCP_127252
0.307	2.9461e-8	313	ANPEP	CGS001-290	96 h	LINCSKD_18011	HT29	LINCSCP_127252
0.2995	6.5572e-8	313	CCL20	CGS001-6364	96 h	LINCSKD_8535	HA1E	LINCSCP_127252
0.2983	7.4751e-8	313	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_127252
0.2975	8.1632e-8	313	LAP3	CGS001-51056	120 h	LINCSKD_31484	VCAP	LINCSCP_127252
0.2967	8.8664e-8	313	IL2	CGS001-3558	96 h	LINCSKD_9592	HA1E	LINCSCP_127252
0.2961	9.3718e-8	313	CXCL8	CGS001-3576	144 h	LINCSKD_35961	PC3	LINCSCP_127252
0.2937	1.2056e-7	313	CEACAM1	CGS001-634	96 h	LINCSKD_8610	HA1E	LINCSCP_127252
0.2922	1.4028e-7	313	CD40	CGS001-958	96 h	LINCSKD_488	A375	LINCSCP_127252
