similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5165	6.6397e-18	242	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_7629
0.4266	4.0084e-12	242	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_7629
0.4246	5.2169e-12	242	CD81	CGS001-975	96 h	LINCSKD_22491	MCF7	LINCSCP_7629
0.4232	6.1574e-12	242	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_7629
0.3899	3.2821e-10	242	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_7629
0.3869	4.5804e-10	242	IL1B	CGS001-3553	96 h	LINCSKD_9587	HA1E	LINCSCP_7629
0.3816	8.3041e-10	242	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_7629
0.3814	8.4714e-10	242	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_7629
0.3793	1.0647e-9	242	HEY1	CGS001-23462	96 h	LINCSKD_4992	A549	LINCSCP_7629
0.3784	1.1683e-9	242	MMEL1	CGS001-79258	96 h	LINCSKD_9956	HA1E	LINCSCP_7629
0.3762	1.4959e-9	242	CTLA4	CGS001-1493	144 h	LINCSKD_35785	PC3	LINCSCP_7629
-0.3702	2.811e-9	242	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_7629
0.3616	6.8832e-9	242	IL6	CGS001-3569	96 h	LINCSKD_5165	A549	LINCSCP_7629
0.3616	6.8889e-9	242	CD44	CGS001-960	96 h	LINCSKD_24747	NPC	LINCSCP_7629
-0.356	1.2163e-8	242	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_7629
0.3462	3.2093e-8	242	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_7629
0.3362	8.3378e-8	242	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_7629
0.3328	1.1439e-7	242	DPP4	CGS001-1803	96 h	LINCSKD_15279	HEPG2	LINCSCP_7629
0.3321	1.2162e-7	242	CCL2	CGS001-6347	96 h	LINCSKD_26896	PC3	LINCSCP_7629
0.3309	1.3619e-7	242	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_7629
0.3273	1.8992e-7	242	IL2	CGS001-3558	120 h	LINCSKD_31332	VCAP	LINCSCP_7629
0.3273	1.9015e-7	242	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_7629
0.3252	2.295e-7	242	DPP4	CGS001-1803	96 h	LINCSKD_816	A375	LINCSCP_7629
0.3211	3.2923e-7	242	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_7629
0.3211	3.3094e-7	242	LAP3	CGS001-51056	96 h	LINCSKD_25078	NPC	LINCSCP_7629
0.3209	3.377e-7	242	CD44	CGS001-960	96 h	LINCSKD_36469	PC3	LINCSCP_7629
0.3205	3.5e-7	242	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_7629
0.3191	3.9633e-7	242	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_7629
