similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5116	2.8127e-19	268	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_103442
-0.4831	4.4317e-17	268	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_103442
0.4754	1.6076e-16	268	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_103442
0.4702	3.8205e-16	268	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_103442
-0.4516	7.1626e-15	268	AGT	CGS001-183	96 h	LINCSKD_85	A375	LINCSCP_103442
0.4386	5.0323e-14	268	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_103442
-0.4368	6.4989e-14	268	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_103442
0.4335	1.0447e-13	268	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_103442
-0.4263	2.9209e-13	268	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_103442
-0.4247	3.6663e-13	268	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_103442
0.4245	3.7934e-13	268	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_103442
0.4177	9.7247e-13	268	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_103442
-0.4146	1.4833e-12	268	TGFB1	CGS001-7040	96 h	LINCSKD_11244	HA1E	LINCSCP_103442
0.4142	1.5515e-12	268	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_103442
-0.41	2.726e-12	268	CD83	CGS001-9308	96 h	LINCSKD_497	A375	LINCSCP_103442
-0.409	3.1303e-12	268	IL2	CGS001-3558	96 h	LINCSKD_5157	A549	LINCSCP_103442
0.4082	3.462e-12	268	CXCL8	CGS001-3576	96 h	LINCSKD_15927	HEPG2	LINCSCP_103442
0.4023	7.5787e-12	268	CTLA4	CGS001-1493	96 h	LINCSKD_27056	PC3	LINCSCP_103442
-0.399	1.1526e-11	268	TLR7	CGS001-51284	96 h	LINCSKD_3222	A375	LINCSCP_103442
0.3942	2.1362e-11	268	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_103442
-0.3941	2.1687e-11	268	IL1B	CGS001-3553	96 h	LINCSKD_1531	A375	LINCSCP_103442
0.3825	9.1252e-11	268	HEY1	CGS001-23462	96 h	LINCSKD_4992	A549	LINCSCP_103442
0.3813	1.0616e-10	268	AGTR1	CGS001-185	96 h	LINCSKD_17947	HT29	LINCSCP_103442
0.3789	1.4037e-10	268	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_103442
0.3757	2.0662e-10	268	NFKB1	CGS001-4790	96 h	LINCSKD_5654	A549	LINCSCP_103442
