similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.623	2.9692e-18	157	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_293955
0.4655	8.0992e-10	157	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_293955
0.4351	1.2379e-8	157	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_293955
0.4263	2.5993e-8	157	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_293955
-0.4135	7.3252e-8	157	AGT	CGS001-183	96 h	LINCSKD_11783	HCC515	LINCSCP_293955
-0.4124	8.043e-8	157	CD19	CGS001-930	120 h	LINCSKD_30377	VCAP	LINCSCP_293955
0.4025	1.7297e-7	157	ARG1	CGS001-383	120 h	LINCSKD_30117	VCAP	LINCSCP_293955
0.3896	4.5627e-7	157	IL6	CGS001-3569	144 h	LINCSKD_34351	MCF7	LINCSCP_293955
0.3706	1.7726e-6	157	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_293955
0.3383	0	157	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_293955
-0.3338	0	157	ARG1	CGS001-383	96 h	LINCSKD_22298	MCF7	LINCSCP_293955
0.3335	0	157	AGTR1	CGS001-185	96 h	LINCSKD_86	A375	LINCSCP_293955
0.3331	0	157	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_293955
-0.3234	0	157	CD81	CGS001-975	120 h	LINCSKD_30386	VCAP	LINCSCP_293955
-0.3077	1e-4	157	IL1B	CGS001-3553	96 h	LINCSKD_23163	MCF7	LINCSCP_293955
0.3041	1e-4	157	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_293955
-0.3026	1e-4	157	TLR9	CGS001-54106	96 h	LINCSKD_17470	HEPG2	LINCSCP_293955
0.2998	1e-4	157	CD19	CGS001-930	96 h	LINCSKD_8558	HA1E	LINCSCP_293955
