similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.48	8.3263e-50	843	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_239064
0.4636	3.8771e-46	843	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_239064
0.3261	2.419e-22	843	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_239064
0.3035	1.9891e-19	843	TGFBR1	CGS001-7046	96 h	LINCSKD_6799	A549	LINCSCP_239064
0.2823	6.6174e-17	843	DPP4	CGS001-1803	96 h	LINCSKD_22683	MCF7	LINCSCP_239064
0.2743	5.0881e-16	843	TGFBR1	NA	96 h	LINCSKD_33882	PC3.101	LINCSCP_239064
0.2733	6.5386e-16	843	CD19	CGS001-930	96 h	LINCSKD_14975	HEPG2	LINCSCP_239064
0.2591	2.1214e-14	843	AGT	CGS001-183	96 h	LINCSKD_3754	A549	LINCSCP_239064
0.256	4.4729e-14	843	CD83	CGS001-9308	144 h	LINCSKD_34124	MCF7	LINCSCP_239064
0.2477	2.9831e-13	843	TGFBR2	NA	96 h	LINCSKD_33777	MCF7.101	LINCSCP_239064
0.2467	3.7064e-13	843	CXCL1	CGS001-2919	96 h	LINCSKD_22621	MCF7	LINCSCP_239064
0.245	5.5017e-13	843	TGFBR2	CGS001-7048	96 h	LINCSKD_28905	PC3	LINCSCP_239064
0.2446	5.9169e-13	843	TGFBR1	NA	96 h	LINCSKD_33776	MCF7.101	LINCSCP_239064
-0.2422	1.0164e-12	843	CXCL8	CGS001-3576	96 h	LINCSKD_5169	A549	LINCSCP_239064
0.2415	1.183e-12	843	TGFBR1	CGS001-7046	120 h	LINCSKD_32937	VCAP	LINCSCP_239064
0.2364	3.5588e-12	843	TGFBR2	CGS001-7048	96 h	LINCSKD_6800	A549	LINCSCP_239064
0.2304	1.2821e-11	843	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_239064
0.2259	3.2419e-11	843	IL1B	CGS001-3553	96 h	LINCSKD_23163	MCF7	LINCSCP_239064
0.2239	4.8823e-11	843	TGFBR2	NA	96 h	LINCSKD_33936	PC3.311	LINCSCP_239064
0.2237	5.0256e-11	843	ANPEP	CGS001-290	120 h	LINCSKD_30080	VCAP	LINCSCP_239064
0.2215	7.8971e-11	843	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_239064
0.2212	8.3566e-11	843	MMEL1	CGS001-79258	120 h	LINCSKD_31703	VCAP	LINCSCP_239064
0.2194	1.1936e-10	843	ANPEP	CGS001-290	96 h	LINCSKD_3825	A549	LINCSCP_239064
0.2166	2.0816e-10	843	AGTR1	CGS001-185	120 h	LINCSKD_30017	VCAP	LINCSCP_239064
0.2143	3.2481e-10	843	TGFBR1	CGS001-7046	96 h	LINCSKD_35541	MCF7	LINCSCP_239064
0.2142	3.3342e-10	843	TLR7	CGS001-51284	96 h	LINCSKD_11278	HA1E	LINCSCP_239064
0.2111	6.0596e-10	843	CD81	CGS001-975	96 h	LINCSKD_14983	HEPG2	LINCSCP_239064
0.2076	1.1558e-9	843	IL1B	CGS001-3553	96 h	LINCSKD_19243	HT29	LINCSCP_239064
0.2068	1.3406e-9	843	ARG1	CGS001-383	96 h	LINCSKD_24665	NPC	LINCSCP_239064
0.2051	1.8684e-9	843	DPP4	CGS001-1803	120 h	LINCSKD_30688	VCAP	LINCSCP_239064
0.2009	4.0286e-9	843	CXCL1	CGS001-2919	96 h	LINCSKD_4366	A549	LINCSCP_239064
0.2	4.6768e-9	843	TGFBR1	NA	96 h	LINCSKD_33988	YAPC.311	LINCSCP_239064
