similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6268	2.6918e-38	338	IL6	CGS001-3569	96 h	LINCSKD_9600	HA1E	LINCSCP_6230
0.6034	6.6492e-35	338	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_6230
0.5794	1.0759e-31	338	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_6230
0.5228	4.1669e-25	338	CXCL8	CGS001-3576	96 h	LINCSKD_15927	HEPG2	LINCSCP_6230
-0.5195	9.3331e-25	338	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_6230
-0.5132	4.2147e-24	338	IL2	CGS001-3558	96 h	LINCSKD_5157	A549	LINCSCP_6230
0.4996	9.6474e-23	338	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_6230
0.4872	1.5014e-21	338	MMEL1	CGS001-79258	96 h	LINCSKD_23418	MCF7	LINCSCP_6230
-0.4763	1.5244e-20	338	CXCL1	CGS001-2919	96 h	LINCSKD_8780	HA1E	LINCSCP_6230
0.4747	2.118e-20	338	IL2RA	CGS001-3559	96 h	LINCSKD_23168	MCF7	LINCSCP_6230
0.473	3.0356e-20	338	AGTR1	CGS001-185	96 h	LINCSKD_86	A375	LINCSCP_6230
0.467	1.0303e-19	338	IL6R	CGS001-3570	96 h	LINCSKD_5166	A549	LINCSCP_6230
-0.4612	3.2872e-19	338	AGT	CGS001-183	96 h	LINCSKD_11783	HCC515	LINCSCP_6230
0.4556	9.9831e-19	338	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_6230
0.453	1.6522e-18	338	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_6230
-0.4394	2.1773e-17	338	TGFB1	CGS001-7040	96 h	LINCSKD_11244	HA1E	LINCSCP_6230
0.4237	3.7082e-16	338	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_6230
-0.4192	8.1443e-16	338	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_6230
0.4136	2.1409e-15	338	HEY1	CGS001-23462	96 h	LINCSKD_4992	A549	LINCSCP_6230
-0.4132	2.2917e-15	338	IL2RB	CGS001-3560	96 h	LINCSKD_5161	A549	LINCSCP_6230
0.4092	4.4442e-15	338	CD19	CGS001-930	96 h	LINCSKD_8558	HA1E	LINCSCP_6230
0.4056	8.142e-15	338	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_6230
-0.404	1.0542e-14	338	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_6230
-0.4025	1.355e-14	338	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_6230
0.3989	2.4341e-14	338	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_6230
-0.3986	2.5598e-14	338	CCL20	CGS001-6364	96 h	LINCSKD_4128	A549	LINCSCP_6230
0.3975	3.0475e-14	338	MMEL1	CGS001-79258	96 h	LINCSKD_5516	A549	LINCSCP_6230
