similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4457	9.6778e-12	212	CD81	CGS001-975	96 h	LINCSKD_22491	MCF7	LINCSCP_142945
0.4428	1.3685e-11	212	TGFBR2	NA	96 h	LINCSKD_33724	HT29.311	LINCSCP_142945
0.4142	3.3874e-10	212	TGFBR1	NA	96 h	LINCSKD_33458	A375.311	LINCSCP_142945
0.3982	1.8012e-9	212	TGFBR1	NA	96 h	LINCSKD_33723	HT29.311	LINCSCP_142945
0.3949	2.53e-9	212	LAP3	CGS001-51056	96 h	LINCSKD_19396	HT29	LINCSCP_142945
0.3761	1.5875e-8	212	TGFBR1	NA	96 h	LINCSKD_33776	MCF7.101	LINCSCP_142945
0.3691	3.0368e-8	212	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_142945
0.3653	4.2878e-8	212	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_142945
0.3534	1.2447e-7	212	LAP3	CGS001-51056	96 h	LINCSKD_25078	NPC	LINCSCP_142945
0.349	1.8227e-7	212	CTLA4	CGS001-1493	96 h	LINCSKD_18501	HT29	LINCSCP_142945
0.3458	2.4003e-7	212	IL6R	CGS001-3570	96 h	LINCSKD_23173	MCF7	LINCSCP_142945
0.3451	2.5376e-7	212	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_142945
0.3439	2.8119e-7	212	CXCL1	CGS001-2919	96 h	LINCSKD_27067	PC3	LINCSCP_142945
0.3375	4.8314e-7	212	CD46	CGS001-4179	96 h	LINCSKD_12029	HCC515	LINCSCP_142945
0.3331	6.9217e-7	212	TGFBR1	NA	96 h	LINCSKD_33829	MCF7.311	LINCSCP_142945
0.3312	8.0439e-7	212	TGFBR1	CGS001-7046	96 h	LINCSKD_20745	HT29	LINCSCP_142945
0.3307	8.3883e-7	212	CXCL2	CGS001-2920	96 h	LINCSKD_15182	HEPG2	LINCSCP_142945
0.3284	1.0096e-6	212	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_142945
0.3262	1.2061e-6	212	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_142945
0.3235	1.4939e-6	212	CCL20	CGS001-6364	96 h	LINCSKD_22469	MCF7	LINCSCP_142945
0.3222	1.6537e-6	212	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_142945
0.3164	2.588e-6	212	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_142945
0.312	3.6119e-6	212	TGFBR2	NA	96 h	LINCSKD_33830	MCF7.311	LINCSCP_142945
0.3115	3.7591e-6	212	TGFBR1	NA	96 h	LINCSKD_33511	A549.311	LINCSCP_142945
0.3072	5.2004e-6	212	HEY1	CGS001-23462	96 h	LINCSKD_15757	HEPG2	LINCSCP_142945
0.3009	8.2497e-6	212	TGFBR2	NA	96 h	LINCSKD_33777	MCF7.101	LINCSCP_142945
0.3003	8.6294e-6	212	LAP3	CGS001-51056	96 h	LINCSKD_29527	SKL	LINCSCP_142945
0.2931	0	212	AGTR1	CGS001-185	96 h	LINCSKD_22228	MCF7	LINCSCP_142945
0.2928	0	212	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_142945
0.2848	0	212	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_142945
0.2846	0	212	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_142945
0.2845	0	212	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_142945
0.284	0	212	LAP3	CGS001-51056	120 h	LINCSKD_31484	VCAP	LINCSCP_142945
0.2749	0	212	LAP3	CGS001-51056	96 h	LINCSKD_7645	ASC	LINCSCP_142945
0.2726	1e-4	212	TGFBR2	CGS001-7048	96 h	LINCSKD_28905	PC3	LINCSCP_142945
0.2708	1e-4	212	AGTR1	CGS001-185	96 h	LINCSKD_3755	A549	LINCSCP_142945
0.2703	1e-4	212	CTLA4	CGS001-1493	96 h	LINCSKD_8761	HA1E	LINCSCP_142945
0.2675	1e-4	212	CEACAM1	CGS001-634	96 h	LINCSKD_22514	MCF7	LINCSCP_142945
0.2671	1e-4	212	AGTR1	CGS001-185	96 h	LINCSKD_8163	HA1E	LINCSCP_142945
0.267	1e-4	212	MMEL1	CGS001-79258	120 h	LINCSKD_31703	VCAP	LINCSCP_142945
0.2669	1e-4	212	IL2RA	CGS001-3559	96 h	LINCSKD_23168	MCF7	LINCSCP_142945
0.2668	1e-4	212	CEACAM1	CGS001-634	120 h	LINCSKD_30435	VCAP	LINCSCP_142945
