similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.5593	6.4397e-32	371	TGFBR2	CGS001-7048	96 h	LINCSKD_20746	HT29	LINCSCP_120238
0.5027	3.7041e-25	371	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_120238
0.5021	4.3394e-25	371	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_120238
0.5017	4.8075e-25	371	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_120238
0.4821	5.4157e-23	371	IL2RA	CGS001-3559	96 h	LINCSKD_27669	PC3	LINCSCP_120238
0.4784	1.2798e-22	371	CD40	CGS001-958	96 h	LINCSKD_12028	HCC515	LINCSCP_120238
0.4731	4.2903e-22	371	CXCL1	CGS001-2919	96 h	LINCSKD_15180	HEPG2	LINCSCP_120238
0.4672	1.6172e-21	371	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_120238
0.4643	3.1215e-21	371	IL2RB	CGS001-3560	96 h	LINCSKD_23169	MCF7	LINCSCP_120238
0.4619	5.2594e-21	371	ANPEP	CGS001-290	120 h	LINCSKD_30080	VCAP	LINCSCP_120238
0.4516	4.8464e-20	371	TGFBR2	CGS001-7048	96 h	LINCSKD_24291	MCF7	LINCSCP_120238
0.4467	1.3534e-19	371	IL6R	CGS001-3570	96 h	LINCSKD_27674	PC3	LINCSCP_120238
0.4427	3.0867e-19	371	CXCL1	CGS001-2919	96 h	LINCSKD_8780	HA1E	LINCSCP_120238
-0.4392	6.288e-19	371	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_120238
0.4387	6.9584e-19	371	TGFBR2	CGS001-7048	120 h	LINCSKD_32938	VCAP	LINCSCP_120238
0.4385	7.2294e-19	371	CD83	CGS001-9308	96 h	LINCSKD_8567	HA1E	LINCSCP_120238
0.437	9.9176e-19	371	TGFBR1	CGS001-7046	96 h	LINCSKD_6799	A549	LINCSCP_120238
0.4366	1.0675e-18	371	ANPEP	CGS001-290	96 h	LINCSKD_14673	HEPG2	LINCSCP_120238
0.4308	3.4134e-18	371	TLR9	CGS001-54106	96 h	LINCSKD_13861	HCC515	LINCSCP_120238
0.4307	3.4662e-18	371	CD83	CGS001-9308	96 h	LINCSKD_14984	HEPG2	LINCSCP_120238
0.4288	5.0378e-18	371	CD83	CGS001-9308	96 h	LINCSKD_4161	A549	LINCSCP_120238
-0.4229	1.5799e-17	371	CCL2	CGS001-6347	96 h	LINCSKD_26896	PC3	LINCSCP_120238
0.4218	1.9334e-17	371	TLR7	CGS001-51284	96 h	LINCSKD_17468	HEPG2	LINCSCP_120238
0.4217	1.9773e-17	371	ANPEP	CGS001-290	96 h	LINCSKD_18011	HT29	LINCSCP_120238
0.4181	3.938e-17	371	CEACAM1	CGS001-634	96 h	LINCSKD_8610	HA1E	LINCSCP_120238
0.4154	6.5525e-17	371	TLR7	CGS001-51284	96 h	LINCSKD_3222	A375	LINCSCP_120238
0.4127	1.086e-16	371	TGFBR1	NA	96 h	LINCSKD_33882	PC3.101	LINCSCP_120238
0.4123	1.1653e-16	371	TLR7	CGS001-51284	96 h	LINCSKD_11278	HA1E	LINCSCP_120238
0.412	1.2415e-16	371	IL2	CGS001-3558	96 h	LINCSKD_1535	A375	LINCSCP_120238
0.4107	1.573e-16	371	IL2RB	CGS001-3560	96 h	LINCSKD_5161	A549	LINCSCP_120238
0.4081	2.547e-16	371	TGFBR1	NA	96 h	LINCSKD_33935	PC3.311	LINCSCP_120238
0.4078	2.6565e-16	371	ARG1	CGS001-383	96 h	LINCSKD_8268	HA1E	LINCSCP_120238
-0.4077	2.7486e-16	371	CD19	CGS001-930	96 h	LINCSKD_8558	HA1E	LINCSCP_120238
0.4039	5.4273e-16	371	IL2	CGS001-3558	96 h	LINCSKD_5157	A549	LINCSCP_120238
0.4026	6.8597e-16	371	TGFB1	CGS001-7040	96 h	LINCSKD_11244	HA1E	LINCSCP_120238
-0.4023	7.3244e-16	371	CXCL8	CGS001-3576	96 h	LINCSKD_15927	HEPG2	LINCSCP_120238
-0.4002	1.0556e-15	371	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_120238
0.3995	1.1945e-15	371	IL2	CGS001-3558	96 h	LINCSKD_19248	HT29	LINCSCP_120238
0.398	1.557e-15	371	TLR9	CGS001-54106	96 h	LINCSKD_17470	HEPG2	LINCSCP_120238
