similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4051	1.4068e-8	182	CD81	CGS001-975	96 h	LINCSKD_496	A375	LINCSCP_161248
0.3804	1.1782e-7	182	CXCL2	CGS001-2920	96 h	LINCSKD_15182	HEPG2	LINCSCP_161248
0.3666	3.5698e-7	182	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_161248
0.3582	6.8859e-7	182	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_161248
0.3473	1.5653e-6	182	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_161248
0.3448	1.8751e-6	182	CCL2	CGS001-6347	96 h	LINCSKD_461	A375	LINCSCP_161248
0.3274	6.4253e-6	182	MMEL1	CGS001-79258	96 h	LINCSKD_5516	A549	LINCSCP_161248
0.3114	0	182	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_161248
0.3094	0	182	IL6	CGS001-3569	96 h	LINCSKD_12722	HCC515	LINCSCP_161248
0.3082	0	182	TGFBR1	CGS001-7046	96 h	LINCSKD_20745	HT29	LINCSCP_161248
0.3045	0	182	NFKB1	CGS001-4790	96 h	LINCSKD_16384	HEPG2	LINCSCP_161248
0.304	0	182	CD46	CGS001-4179	96 h	LINCSKD_4156	A549	LINCSCP_161248
0.299	0	182	LAP3	CGS001-51056	96 h	LINCSKD_25078	NPC	LINCSCP_161248
0.2957	1e-4	182	MMEL1	CGS001-79258	96 h	LINCSKD_9956	HA1E	LINCSCP_161248
0.2917	1e-4	182	TGFBR2	NA	96 h	LINCSKD_33618	HA1E.311	LINCSCP_161248
0.2889	1e-4	182	TNF	CGS001-7124	96 h	LINCSKD_28936	PC3	LINCSCP_161248
0.2828	1e-4	182	CD46	CGS001-4179	96 h	LINCSKD_18323	HT29	LINCSCP_161248
0.2762	2e-4	182	CTLA4	CGS001-1493	96 h	LINCSKD_15163	HEPG2	LINCSCP_161248
0.2745	2e-4	182	TGFBR2	NA	96 h	LINCSKD_33936	PC3.311	LINCSCP_161248
0.2717	2e-4	182	CTLA4	CGS001-1493	96 h	LINCSKD_8761	HA1E	LINCSCP_161248
0.2644	3e-4	182	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_161248
0.2633	3e-4	182	NFKB1	CGS001-4790	96 h	LINCSKD_28060	PC3	LINCSCP_161248
0.2615	4e-4	182	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_161248
0.2604	4e-4	182	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_161248
0.2599	4e-4	182	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_161248
0.2585	4e-4	182	IL2	CGS001-3558	144 h	LINCSKD_34346	MCF7	LINCSCP_161248
0.2574	5e-4	182	HEY1	CGS001-23462	96 h	LINCSKD_12600	HCC515	LINCSCP_161248
0.2558	5e-4	182	LAP3	CGS001-51056	96 h	LINCSKD_7645	ASC	LINCSCP_161248
0.2547	5e-4	182	IL6	CGS001-3569	96 h	LINCSKD_36707	PC3	LINCSCP_161248
