similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.6842	6.8382e-39	272	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_6513
-0.6563	6.8513e-35	272	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_6513
0.6522	2.4042e-34	272	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_6513
0.6311	1.2652e-31	272	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_6513
0.616	8.2027e-30	272	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_6513
0.6051	1.4925e-28	272	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_6513
0.5986	7.775e-28	272	CCL2	CGS001-6347	96 h	LINCSKD_26896	PC3	LINCSCP_6513
-0.5979	9.2408e-28	272	TLR9	CGS001-54106	96 h	LINCSKD_11280	HA1E	LINCSCP_6513
0.5937	2.6906e-27	272	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_6513
-0.5685	1.087e-24	272	TGFBR2	CGS001-7048	120 h	LINCSKD_32938	VCAP	LINCSCP_6513
0.5655	2.1564e-24	272	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_6513
0.5626	4.1903e-24	272	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_6513
-0.5605	6.6806e-24	272	CCL20	CGS001-6364	96 h	LINCSKD_8535	HA1E	LINCSCP_6513
-0.5578	1.2086e-23	272	TLR7	CGS001-51284	96 h	LINCSKD_6832	A549	LINCSCP_6513
0.5559	1.8573e-23	272	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_6513
0.5524	3.9349e-23	272	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_6513
-0.5502	6.3814e-23	272	TLR9	CGS001-54106	96 h	LINCSKD_6834	A549	LINCSCP_6513
-0.5378	8.536e-22	272	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_6513
-0.5261	9.2107e-21	272	TGFB1	CGS001-7040	96 h	LINCSKD_3191	A375	LINCSCP_6513
-0.5258	9.7359e-21	272	IL2RB	CGS001-3560	96 h	LINCSKD_5161	A549	LINCSCP_6513
-0.5238	1.4495e-20	272	CD40	CGS001-958	96 h	LINCSKD_14212	HEKTE	LINCSCP_6513
-0.5234	1.5656e-20	272	IL2	CGS001-3558	96 h	LINCSKD_5157	A549	LINCSCP_6513
0.5189	3.7916e-20	272	CXCL8	CGS001-3576	96 h	LINCSKD_15927	HEPG2	LINCSCP_6513
-0.5117	1.4917e-19	272	TGFBR2	CGS001-7048	96 h	LINCSKD_20746	HT29	LINCSCP_6513
-0.5043	5.9131e-19	272	CEACAM1	CGS001-634	96 h	LINCSKD_8610	HA1E	LINCSCP_6513
