similarity	pValue	nGenes	treatment	perturbagenID	time	signatureid	cellline	Source_Signature
0.4854	1.0351e-15	242	CEACAM1	CGS001-634	96 h	LINCSKD_4202	A549	LINCSCP_5775
0.4487	2.1732e-13	242	TNF	CGS001-7124	96 h	LINCSKD_11298	HA1E	LINCSCP_5775
0.4483	2.3053e-13	242	IL2	CGS001-3558	96 h	LINCSKD_15917	HEPG2	LINCSCP_5775
0.4275	3.5763e-12	242	TNF	CGS001-7124	96 h	LINCSKD_24319	MCF7	LINCSCP_5775
0.4211	8.0221e-12	242	CXCL2	CGS001-2920	96 h	LINCSKD_15182	HEPG2	LINCSCP_5775
0.4188	1.0765e-11	242	CXCL8	CGS001-3576	96 h	LINCSKD_15927	HEPG2	LINCSCP_5775
0.4158	1.5584e-11	242	ARG1	CGS001-383	96 h	LINCSKD_7324	ASC	LINCSCP_5775
0.4127	2.2684e-11	242	CD81	CGS001-975	96 h	LINCSKD_4160	A549	LINCSCP_5775
0.4055	5.3766e-11	242	TNF	CGS001-7124	96 h	LINCSKD_3241	A375	LINCSCP_5775
-0.4036	6.7964e-11	242	CCL2	CGS001-6347	96 h	LINCSKD_22470	MCF7	LINCSCP_5775
0.3985	1.2273e-10	242	CTLA4	CGS001-1493	120 h	LINCSKD_30568	VCAP	LINCSCP_5775
0.3871	4.4891e-10	242	TGFBR2	NA	96 h	LINCSKD_33459	A375.311	LINCSCP_5775
-0.3797	1.0137e-9	242	CXCL1	CGS001-2919	96 h	LINCSKD_704	A375	LINCSCP_5775
0.377	1.359e-9	242	ARG1	CGS001-383	120 h	LINCSKD_30117	VCAP	LINCSCP_5775
0.3737	1.9547e-9	242	LAP3	CGS001-51056	96 h	LINCSKD_25078	NPC	LINCSCP_5775
0.3716	2.4435e-9	242	DPP4	CGS001-1803	96 h	LINCSKD_18613	HT29	LINCSCP_5775
0.3594	8.6762e-9	242	AGTR1	CGS001-185	96 h	LINCSKD_11784	HCC515	LINCSCP_5775
0.3585	9.4751e-9	242	CCL2	CGS001-6347	96 h	LINCSKD_26896	PC3	LINCSCP_5775
0.3573	1.0687e-8	242	TGFBR2	NA	96 h	LINCSKD_33830	MCF7.311	LINCSCP_5775
0.356	1.2163e-8	242	TGFBR2	CGS001-7048	96 h	LINCSKD_3193	A375	LINCSCP_5775
-0.3557	1.2595e-8	242	TGFBR2	NA	96 h	LINCSKD_33671	HELA.311	LINCSCP_5775
0.3547	1.3847e-8	242	CTLA4	CGS001-1493	96 h	LINCSKD_4348	A549	LINCSCP_5775
0.3516	1.897e-8	242	CD81	CGS001-975	96 h	LINCSKD_18326	HT29	LINCSCP_5775
0.3494	2.3463e-8	242	CXCL2	CGS001-2920	96 h	LINCSKD_8782	HA1E	LINCSCP_5775
0.3461	3.253e-8	242	CD44	CGS001-960	120 h	LINCSKD_30381	VCAP	LINCSCP_5775
0.345	3.6167e-8	242	IL6R	CGS001-3570	96 h	LINCSKD_9601	HA1E	LINCSCP_5775
0.3422	4.7276e-8	242	CD19	CGS001-930	96 h	LINCSKD_7392	ASC	LINCSCP_5775
0.3347	9.5511e-8	242	CD44	CGS001-960	96 h	LINCSKD_4155	A549	LINCSCP_5775
0.3336	1.0637e-7	242	CEACAM1	CGS001-634	96 h	LINCSKD_540	A375	LINCSCP_5775
0.3292	1.5934e-7	242	AGTR1	CGS001-185	96 h	LINCSKD_17947	HT29	LINCSCP_5775
0.3267	2.0002e-7	242	MMEL1	CGS001-79258	96 h	LINCSKD_23418	MCF7	LINCSCP_5775
-0.3232	2.7388e-7	242	IL2RB	CGS001-3560	96 h	LINCSKD_27670	PC3	LINCSCP_5775
-0.3227	2.8669e-7	242	CCL20	CGS001-6364	96 h	LINCSKD_4128	A549	LINCSCP_5775
-0.3222	2.9948e-7	242	TLR9	CGS001-54106	96 h	LINCSKD_24311	MCF7	LINCSCP_5775
-0.3208	3.4034e-7	242	LAP3	CGS001-51056	144 h	LINCSKD_26110	PC3	LINCSCP_5775
0.3199	3.6722e-7	242	CEACAM1	CGS001-634	96 h	LINCSKD_18367	HT29	LINCSCP_5775
0.3192	3.9102e-7	242	TNF	CGS001-7124	120 h	LINCSKD_32982	VCAP	LINCSCP_5775
