SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_108857	Quinapril	ACE	10uM	HELA	24h	
LINCSCP_108858	Quinapril	ACE	3.33uM	HELA	24h	
LINCSCP_108860	Quinapril	ACE	0.37uM	HELA	24h	
LINCSCP_125661	Quinapril	ACE	0.04uM	HT29	24h	
LINCSCP_142242	Quinapril	ACE	3.33uM	MCF7	24h	
LINCSCP_142245	Quinapril	ACE	0.12uM	MCF7	24h	
LINCSCP_160444	Quinapril	ACE	1.11uM	PC3	24h	
LINCSCP_160446	Quinapril	ACE	0.12uM	PC3	24h	
LINCSCP_174035	Quinapril	ACE	10uM	YAPC	24h	
LINCSCP_174036	Quinapril	ACE	3.33uM	YAPC	24h	
LINCSCP_174037	Quinapril	ACE	1.11uM	YAPC	24h	
LINCSCP_174038	Quinapril	ACE	0.37uM	YAPC	24h	
LINCSCP_174039	Quinapril	ACE	0.12uM	YAPC	24h	
LINCSCP_219237	Quinapril	ACE	10uM	HEPG2	6h	1
LINCSCP_226952	Quinapril	ACE	10uM	HT29	6h	1
LINCSCP_33236	Quinapril	ACE	10uM	MCF7	6h	1
LINCSCP_44586	Quinapril	ACE	10uM	PC3	24h	0
LINCSCP_56453	Quinapril	ACE	10uM	VCAP	24h	0
LINCSCP_78695	Quinapril	ACE	3.33uM	A375	24h	
LINCSCP_97026	Quinapril	ACE	3.33uM	HA1E	24h	
LINCSCP_97029	Quinapril	ACE	0.12uM	HA1E	24h	
