SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_109038	Lisinopril	ACE	0.37uM	HELA	24h	
LINCSCP_109039	Lisinopril	ACE	0.12uM	HELA	24h	
LINCSCP_125836	Lisinopril	ACE	10uM	HT29	24h	
LINCSCP_125841	Lisinopril	ACE	0.04uM	HT29	24h	
LINCSCP_142421	Lisinopril	ACE	10uM	MCF7	24h	
LINCSCP_142422	Lisinopril	ACE	3.33uM	MCF7	24h	
LINCSCP_142424	Lisinopril	ACE	0.37uM	MCF7	24h	
LINCSCP_142425	Lisinopril	ACE	0.12uM	MCF7	24h	
LINCSCP_142426	Lisinopril	ACE	0.04uM	MCF7	24h	
LINCSCP_160626	Lisinopril	ACE	0.12uM	PC3	24h	
LINCSCP_174215	Lisinopril	ACE	10uM	YAPC	24h	
LINCSCP_174216	Lisinopril	ACE	3.33uM	YAPC	24h	
LINCSCP_174217	Lisinopril	ACE	1.11uM	YAPC	24h	
LINCSCP_174218	Lisinopril	ACE	0.37uM	YAPC	24h	
LINCSCP_174219	Lisinopril	ACE	0.12uM	YAPC	24h	
LINCSCP_174220	Lisinopril	ACE	0.04uM	YAPC	24h	
LINCSCP_243531	Lisinopril	ACE	10uM	MCF7	24h	1
LINCSCP_243797	Lisinopril	ACE	10uM	MCF7	6h	0
LINCSCP_47551	Lisinopril	ACE	10uM	PC3	24h	1
LINCSCP_78872	Lisinopril	ACE	10uM	A375	24h	
LINCSCP_78873	Lisinopril	ACE	3.33uM	A375	24h	
LINCSCP_78876	Lisinopril	ACE	0.12uM	A375	24h	
LINCSCP_78877	Lisinopril	ACE	0.04uM	A375	24h	
LINCSCP_97205	Lisinopril	ACE	10uM	HA1E	24h	
LINCSCP_97208	Lisinopril	ACE	0.37uM	HA1E	24h	
LINCSCP_97209	Lisinopril	ACE	0.12uM	HA1E	24h	
LINCSCP_97210	Lisinopril	ACE	0.04uM	HA1E	24h	
