SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10627	Losartan	AGTR1	100uM	AGS	6h	1
LINCSCP_109558	Losartan	AGTR1	3.33uM	HELA	24h	
LINCSCP_109562	Losartan	AGTR1	0.04uM	HELA	24h	
LINCSCP_12565	Losartan	AGTR1	100uM	CL34	6h	1
LINCSCP_126358	Losartan	AGTR1	10uM	HT29	24h	
LINCSCP_126360	Losartan	AGTR1	1.11uM	HT29	24h	
LINCSCP_142944	Losartan	AGTR1	3.33uM	MCF7	24h	
LINCSCP_142945	Losartan	AGTR1	1.11uM	MCF7	24h	
LINCSCP_142947	Losartan	AGTR1	0.12uM	MCF7	24h	
LINCSCP_142948	Losartan	AGTR1	0.04uM	MCF7	24h	
LINCSCP_15410	Losartan	AGTR1	100uM	HA1E	24h	0
LINCSCP_161149	Losartan	AGTR1	0.04uM	PC3	24h	
LINCSCP_174737	Losartan	AGTR1	10uM	YAPC	24h	
LINCSCP_174738	Losartan	AGTR1	3.33uM	YAPC	24h	
LINCSCP_174742	Losartan	AGTR1	0.04uM	YAPC	24h	
LINCSCP_18733	Losartan	AGTR1	10uM	HCC515	6h	1
LINCSCP_202984	Losartan	AGTR1	100uM	A673	6h	1
LINCSCP_204024	Losartan	AGTR1	10uM	ASC	24h	1
LINCSCP_244931	Losartan	AGTR1	10uM	MCF7	6h	1
LINCSCP_25607	Losartan	AGTR1	100uM	HT29	24h	0
LINCSCP_256984	Losartan	AGTR1	100uM	NCIH1836	6h	1
LINCSCP_26858	Losartan	AGTR1	10uM	HT29	6h	1
LINCSCP_284350	Losartan	AGTR1	10uM	SKB	24h	1
LINCSCP_30631	Losartan	AGTR1	100uM	MCF7	24h	0
LINCSCP_40125	Losartan	AGTR1	100uM	NCIH2073	6h	1
LINCSCP_40239	Losartan	AGTR1	100uM	NCIH508	6h	1
LINCSCP_45016	Losartan	AGTR1	100uM	PC3	24h	0
LINCSCP_45222	Losartan	AGTR1	100uM	PC3	6h	0
LINCSCP_4600	Losartan	AGTR1	100uM	A549	24h	0
LINCSCP_48033	Losartan	AGTR1	10uM	PC3	6h	1
LINCSCP_51002	Losartan	AGTR1	100uM	RMGI	6h	1
LINCSCP_51213	Losartan	AGTR1	100uM	RMUGS	6h	1
LINCSCP_53372	Losartan	AGTR1	100uM	SKMEL1	6h	1
LINCSCP_53834	Losartan	AGTR1	100uM	SNUC4	6h	1
LINCSCP_54323	Losartan	AGTR1	100uM	SW620	6h	1
LINCSCP_54640	Losartan	AGTR1	100uM	SW948	6h	1
LINCSCP_54800	Losartan	AGTR1	100uM	T3M10	6h	1
LINCSCP_55009	Losartan	AGTR1	100uM	THP1	6h	1
LINCSCP_55534	Losartan	AGTR1	100uM	U937	6h	1
LINCSCP_56301	Losartan	AGTR1	10uM	VCAP	24h	0
LINCSCP_56939	Losartan	AGTR1	100uM	VCAP	24h	0
LINCSCP_79396	Losartan	AGTR1	0.04uM	A375	24h	
LINCSCP_805	Losartan	AGTR1	100uM	A375	24h	0
LINCSCP_97726	Losartan	AGTR1	10uM	HA1E	24h	
LINCSCP_97730	Losartan	AGTR1	0.12uM	HA1E	24h	
